etiket,metin,label,metin_tr,metin_islenmis
ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",0,"MERHABA. İyiyiz, şimdi tatildeyiz! Evet, biraz koşmak için. Saat dörtte kuaför randevum olduğunu unuttum, bu yüzden eve gitmem ve önceden duş almam gerekiyor. Bu senin için sorun yaratır mı?""",merhaba i yiyiz şimdi tatildeyiz evet biraz koşmak saat dörtte kuaför randevum olduğunu unuttum yüzden eve gitmem önceden duş almam gerekiyor senin sorun yaratır
ham,I see a cup of coffee animation,0,Bir fincan kahve animasyonu görüyorum,fincan kahve animasyonu görüyorum
ham,Please don't text me anymore. I have nothing else to say.,0,Lütfen artık bana mesaj atmayın. Söyleyecek başka bir şeyim yok.,lütfen artık bana mesaj atmayın söyleyecek başka şeyim
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,0,"Tamam, yasal olduğu sürece fiyatını söyle! Onları alabilir miyim? x ams xx'iniz var",tamam yasal olduğu sürece fiyatını söyle onları alabilir miyim x ams xx iniz
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.,0,Hala satın alacak bir araba arıyorum. Ve henüz direksiyon sınavına girmedim.,hala satın alacak araba arıyorum henüz direksiyon sınavına girmedim
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0,Talebiniz doğrultusunda 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' tüm Arayanlar için arayan melodiniz olarak ayarlandı. Arkadaşlarınızın Callertune'unu kopyalamak için *9'a basın,talebiniz doğrultusunda melle melle oru minnaminunginte nurungu vettam arayanlar arayan melodiniz ayarlandı arkadaşlarınızın callertune unu kopyalamak SAYI a basın
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",0,Vay. Haklısın! Bunu yapmak istemedim. Sanırım Bostonlu erkeklerden vazgeçip arama yerimi NYC olarak değiştirdiğimde bir şeyler değişti. Çünkü oturum açma sayfamda hâlâ boston yazıyor.,vay haklısın bunu yapmak istemedim sanırım bostonlu erkeklerden vazgeçip arama yerimi nyc değiştirdiğimde şeyler değişti çünkü oturum açma sayfamda hâlâ boston yazıyor
ham,Umma my life and vava umma love you lot dear,0,Umma hayatım ve vava umma seni çok seviyorum canım,umma hayatım vava umma seni seviyorum canım
ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,0,Doğum günümdeki dilekleriniz için çok teşekkür ederim. Doğum günümü gerçekten unutulmaz kıldığınız için teşekkür ederim.,doğum günümdeki dilekleriniz teşekkür ederim doğum günümü gerçekten unutulmaz kıldığınız teşekkür ederim
ham,"Aight, I'll hit you up when I get some cash",0,"Tamam, biraz para bulunca sana uğrayacağım",tamam biraz para bulunca sana uğrayacağım
ham,How would my ip address test that considering my computer isn't a minecraft server,0,Bilgisayarımın bir minecraft sunucusu olmadığı göz önüne alındığında IP adresim nasıl test edilir?,bilgisayarımın minecraft sunucusu olmadığı göz önüne alındığında ip adresim nasıl test edilir
ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,0,"Biliyorum! Huysuz yaşlı insanlar. Annem senin gibiydi, yalan söylemesen iyi olur. Sonra yine şaka yapan hep ben oluyorum...",biliyorum huysuz yaşlı insanlar annem senin gibiydi yalan söylemesen iyi olur sonra yine şaka yapan hep oluyorum
ham,Dont worry. I guess he's busy.,0,Merak etme. Sanırım meşgul.,merak etme sanırım meşgul
ham,What is the plural of the noun research?,0,İsim araştırmasının çoğulu nedir?,i sim araştırmasının çoğulu nedir
ham,Going for dinner.msg you after.,0,Akşam yemeğine gidiyorum. Sonra sana mesaj atacağım.,akşam yemeğine gidiyorum sonra sana mesaj atacağım
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,0,Bunda sorun yok çünkü yeni şeyler denemeyi seviyorum. Ama seni çok korkuttum. Çünkü çok yüksek sesle söylemedin.,bunda sorun çünkü yeni şeyler denemeyi seviyorum seni korkuttum çünkü yüksek sesle söylemedin
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,1,"Beyefendi! Sizinle iletişim kurmaya çalışıyoruz. Geçen hafta sonu çekilişi, 1000 £ GARANTİLİ ödül kazandığınızı gösteriyor. 09064012160'ı arayın. Talep Kodu K52. Yalnızca 12 saat geçerlidir. 150ppm",beyefendi sizinle iletişim kurmaya çalışıyoruz geçen hafta sonu çekilişi SAYI garanti li ödül kazandığınızı gösteriyor SAYI ı arayın talep kodu k SAYI yalnızca SAYI saat geçerlidir SAYI ppm
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",0,"Wa, açılış cümlen çok resmi... Neyse, ben de iyiyim, çünkü çok fazla yiyorum ve kilo alıyorum... Haha... Peki özel bir şey oldu mu?",wa açılış cümlen resmi neyse iyiyim çünkü fazla yiyorum kilo alıyorum haha peki özel şey oldu
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0,Kamarama girdiğimde PA'm '' Mutlu yıllar Patron !!'' dedi. Kendimi özel hissettim. Benden 4 öğle yemeği istedi. Öğle yemeğinden sonra beni evine davet etti. Oraya gittik.,kamarama girdiğimde pa m mutlu yıllar patron dedi kendimi özel hissettim benden SAYI öğle yemeği istedi öğle yemeğinden sonra beni evine davet etti oraya gittik
spam,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,1,Kazanan sizsiniz U özel olarak seçildiniz 2 £1000 kazanın veya 4* tatil (uçuşlar dahil) canlı operatörle konuşun 2 talep 0871277810910p/dakika (18+),kazanan sizsiniz u özel seçildiniz SAYI SAYI kazanın SAYI tatil uçuşlar dahil canlı operatörle konuşun SAYI talep SAYI p dakika SAYI
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,0,Afiyet olsun! Evet cuma günü konuşmalıyız - tortilla için yumurta-patates oranına ihtiyaç var!,afiyet olsun evet cuma günü konuşmalıyız tortilla yumurta patates oranına ihtiyaç
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,0,Hmm...amcam az önce okula doğrudan para ödeyeceğini söyledi. O yüzden lütfen yiyecek satın alın.,hmm amcam az önce okula doğrudan para ödeyeceğini söyledi yüzden lütfen yiyecek satın alın
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,1,ÖZEL! 07742676969'a ait 2004 Hesap Özetiniz 786 kullanılmamış Bonus Puanı gösteriyor. Talep etmek için 08719180248'i arayın. Tanımlayıcı Kod: 45239 Süresi Doluyor,özel SAYI a ait SAYI hesap özetiniz SAYI kullanılmamış bonus puanı gösteriyor talep etmek SAYI i arayın tanımlayıcı kod SAYI süresi doluyor
spam,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",1,"ACİL! Cep Numaranız, 03.05.2003 tarihinde 2000 £ Bonus Arayan Ödülüne layık görüldü. Bu, U ile iletişime geçmek için son denememizdir! Sabit Hat 09064019788 BOX42WR29C, 150PPM'den arayın",aci l cep numaranız SAYI SAYI SAYI tarihinde SAYI bonus arayan ödülüne layık görüldü u iletişime geçmek son denememizdir sabit hat SAYI box SAYI wr SAYI c SAYI ppm den arayın
ham,here is my new address -apples&pairs&all that malarky,0,işte yeni adresim -elmalar&çiftler&tüm o sıkıcı şeyler,işte yeni adresim elmalar çiftler sıkıcı şeyler
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,1,Bugünün 7548 ile biten Voda numaraları 350$ ödül almak üzere seçildi. Eşleşmeniz varsa lütfen 4041 standart ücret uygulaması talep kodunu belirterek 08712300220'yi arayın.,bugünün SAYI biten voda numaraları SAYI ödül almak üzere seçildi eşleşmeniz varsa lütfen SAYI standart ücret uygulaması talep kodunu belirterek SAYI yi arayın
ham,I am going to sao mu today. Will be done only at 12 ,0,Bugün Sao Mu'ya gidiyorum. Sadece 12'de yapılacak,bugün sao gidiyorum sadece SAYI yapılacak
ham,Ü predict wat time ü'll finish buying?,0,Ü ne zaman satın almayı bitireceğini tahmin et?,ü zaman satın almayı bitireceğini tahmin et
ham,"Good stuff, will do.",0,"İyi şeyler, işe yarar.",i yi şeyler işe yarar
ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",0,"Bilginiz olsun, henüz para göndermedi henüz. Gönderme zahmetine girmemek için ona bir mesaj gönderdim. Yani bitti, kendinizi hiçbir şeye dahil etmenize gerek yok. En başta sana hiçbir şey dayatmamalıydım bu yüzden özür dilerim.",bilginiz olsun henüz para göndermedi henüz gönderme zahmetine girmemek ona mesaj gönderdim yani bitti kendinizi şeye dahil etmenize gerek başta sana şey dayatmamalıydım yüzden özür dilerim
ham,Are you there in room.,0,Odada mısın?,odada mısın
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,0,Merhaba kız. NASILSIN? UMARIM BENİM İÇİN İYİ OLURSUN VE DEL R BAK! YİNE UZUN ZAMANDIR C YOK! LUCYxx'TEN BANA BİR ARAMA TOPLAM SÜRESİ VERİN,merhaba kız nasilsin umarim beni m i çi n i yi olursun del r bak yi uzun zamandir c lucyxx ten bana bi r arama toplam süresi veri n
ham,K..k:)how much does it cost?,0,K..k :) Fiyatı ne kadar?,k k fiyatı
ham,I'm home.,0,Evdeyim.,evdeyim
ham,"Dear, will call Tmorrow.pls accomodate.",0,"Sevgili, Tmorrow.pls'i arayacağım.",sevgili tmorrow pls i arayacağım
ham,First answer my question.,0,Öncelikle soruma cevap ver.,öncelikle soruma cevap ver
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,1,"Sunshine Sınavı Haftalık Soru! Algarve'nin hangi ülkede olduğunu biliyorsanız en iyi Sony DVD oynatıcısını mı kazanın? 82277'ye yanıt gönderin. £1,50 SP:Tyrone",sunshine sınavı haftalık soru algarve nin hangi ülkede olduğunu biliyorsanız iyi sony dvd oynatıcısını kazanın SAYI ye yanıt gönderin SAYI SAYI sp tyrone
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,1,Bu gece 2'nin sevişmesini ister misin? Gerçek Dogging konumlarının mafyanıza doğrudan gönderilmesini ister misiniz? Birleşik Krallık'ın en büyük Köpekleme Ağı'na katılın ve GRAVEL'i 69888'e gönderin! Nt. ec2a. 31p.msg@150p,gece SAYI nin sevişmesini ister misin gerçek dogging konumlarının mafyanıza doğrudan gönderilmesini ister misiniz birleşik krallık ın büyük köpekleme ağı na katılın gravel i SAYI e gönderin nt ec SAYI a EMAIL
ham,I only haf msn. It's yijue@hotmail.com,0,Sadece msn'im var. Adres: yijue@hotmail.com,sadece msn im adres EMAIL
ham,He is there. You call and meet him,0,O orada. Onu arayıp tanışırsın,orada onu arayıp tanışırsın
ham,No no. I will check all rooms befor activities,0,Hayır hayır. Faaliyetlerden önce tüm odaları kontrol edeceğim,hayır hayır faaliyetlerden önce odaları kontrol edeceğim
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,1,"Artık sohbet svc'sinden mesaj almayacaksınız. ÜCRETSİZ hardcore hizmetleri için şu adrese mesaj gönderin: 69988 Hiçbir şey alamazsanız, ağınız üzerinden yaş doğrulaması yapıp tekrar denemelisiniz",artık sohbet svc sinden mesaj almayacaksınız ücretsi z hardcore hizmetleri şu adrese mesaj gönderin SAYI şey alamazsanız ağınız üzerinden yaş doğrulaması yapıp tekrar denemelisiniz
ham,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,0,Aldım... Yazmaya üşendim... Yazmayı unuttum... Bir kese gördüm ama hoş değil gibi...,aldım yazmaya üşendim yazmayı unuttum kese gördüm hoş değil
ham,"K, text me when you're on the way",0,"K, yoldayken bana mesaj at",k yoldayken bana mesaj at
ham,"Sir, Waiting for your mail.",0,Hocam mailinizi bekliyorum.,hocam mailinizi bekliyorum
ham,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",0,"Bir swt şöyle düşündü: ""Küçük şeyler yapmaktan asla yorulma 4 sevimli insan.."" Çünkü..bazen bu küçük şeyler Kalplerinde en büyük yeri işgal eder.. Tanrım ni8",swt şöyle düşündü küçük şeyler yapmaktan asla yorulma SAYI sevimli insan çünkü bazen küçük şeyler kalplerinde büyük yeri işgal eder tanrım ni SAYI
ham,I know you are. Can you pls open the back?,0,Öyle olduğunu biliyorum. Lütfen arka tarafı açabilir misiniz?,öyle olduğunu biliyorum lütfen arka tarafı açabilir misiniz
ham,Yes see ya not on the dot,0,Evet görüşürüz hemen değil,evet görüşürüz hemen değil
ham,Whats the staff name who is taking class for us?,0,Bizim adımıza ders alan personelin adı nedir?,bizim adımıza ders alan personelin adı nedir
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",1,"FreeMsg Neden mesajıma cevap vermedin? Ben Randy, seksi, kadın ve buralı yaşıyorum. Senden haber almayı çok isterim. Netcollex Ltd 08700621170150p msj yanıtı başına Durdan sona",freemsg neden mesajıma cevap vermedin randy seksi kadın buralı yaşıyorum senden haber almayı isterim netcollex ltd SAYI p msj yanıtı başına durdan sona
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,0,"Ummma, check-in işleminden sonra arayacak. Hayatımız Katar'dan başlayacak, bu yüzden lütfen çok dua edin.",ummma check in işleminden sonra arayacak hayatımız katar dan başlayacak yüzden lütfen dua edin
ham,K..i deleted my contact that why?,0,"K..kişimi sildim, bu yüzden mi?",k kişimi sildim yüzden
ham,Sindu got job in birla soft ..,0,Sindu Birla Soft'ta iş buldu..,sindu birla soft ta iş buldu
ham,The wine is flowing and i'm i have nevering..,0,Şarap akıyor ve ben hiç akmıyorum..,şarap akıyor akmıyorum
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,0,Evet sanırım sinema daha iyi çünkü 2 plaza mah'ye inmeye gerek yok.,evet sanırım sinema iyi çünkü SAYI plaza mah ye inmeye gerek
ham,Ok... Ur typical reply...,0,Tamam... Tipik cevabın...,tamam tipik cevabın
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0,Talebiniz doğrultusunda 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' tüm Arayanlar için arayan melodiniz olarak ayarlandı. Arkadaşlarınızın Callertune'unu kopyalamak için *9'a basın,talebiniz doğrultusunda melle melle oru minnaminunginte nurungu vettam arayanlar arayan melodiniz ayarlandı arkadaşlarınızın callertune unu kopyalamak SAYI a basın
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",0,"Sen her yerde kirsin, yerde, pencerelerde, hatta gömleğimin üzerinde bile. Ve bazen ağzımı açtığımda dışarı akan tek şey sen oluyorsun. Sensiz bir dünya hayal ediyorum, o zaman işlerimin yarısı da yok oluyor. Benim için keyifli bir dönem, bir sürü dizi izleyeceğim. Ama sanırım yağmur, dolu ve sis gibi her şey gibi senin de var olman gerekiyor ve buradaki zamanım bittiğinde sen ve ben bir olacağız.",yerde kirsin yerde pencerelerde hatta gömleğimin üzerinde bazen ağzımı açtığımda dışarı akan tek şey oluyorsun sensiz dünya hayal ediyorum zaman işlerimin yarısı oluyor benim keyifli dönem sürü dizi izleyeceğim sanırım yağmur dolu sis şey senin olman gerekiyor buradaki zamanım bittiğinde olacağız
